Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model
1272480,User 92,70202,2,15/09/2015,17:16,15/09/2015,18:08,3.3,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1273209,User 84,70207,1,16/09/2015,07:14,16/09/2015,16:02,14.35,Elland Road Park and Ride,APT 7kW Dual Outlet
1273308,User 636,70206,1,16/09/2015,08:28,16/09/2015,17:21,17.73,Elland Road Park and Ride,APT 7kW Dual Outlet
1273437,User 628,70206,2,16/09/2015,08:57,16/09/2015,16:00,3.84,Elland Road Park and Ride,APT 7kW Dual Outlet
1275194,User 636,70206,1,17/09/2015,07:22,17/09/2015,16:31,12.34,Elland Road Park and Ride,APT 7kW Dual Outlet
1275315,User 628,70206,2,17/09/2015,08:45,17/09/2015,17:10,7.7,Elland Road Park and Ride,APT 7kW Dual Outlet
1277195,User 636,70206,1,18/09/2015,07:09,18/09/2015,12:09,12.13,Elland Road Park and Ride,APT 7kW Dual Outlet
1277201,User 84,70207,1,18/09/2015,07:15,18/09/2015,16:03,11.21,Elland Road Park and Ride,APT 7kW Dual Outlet
1277365,User 628,70206,2,18/09/2015,08:48,18/09/2015,17:22,6.59,Elland Road Park and Ride,APT 7kW Dual Outlet
1281971,User 84,70207,2,21/09/2015,07:15,21/09/2015,15:50,8.13,Elland Road Park and Ride,APT 7kW Dual Outlet
1281979,User 636,70206,1,21/09/2015,07:29,21/09/2015,18:31,11.37,Elland Road Park and Ride,APT 7kW Dual Outlet
1282180,User 628,70206,2,21/09/2015,08:55,21/09/2015,16:50,2.79,Elland Road Park and Ride,APT 7kW Dual Outlet
1283872,User 636,70206,1,22/09/2015,07:06,22/09/2015,18:10,11.79,Elland Road Park and Ride,APT 7kW Dual Outlet
1284325,User 59,70208,2,22/09/2015,11:57,22/09/2015,11:57,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
1284358,User 59,70208,2,22/09/2015,12:19,22/09/2015,12:19,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
1284360,User 59,70208,1,22/09/2015,12:19,22/09/2015,12:21,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
1284366,User 59,70208,2,22/09/2015,12:22,22/09/2015,16:01,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
